experiment,attack_type,attack_strength,dataset,task,student_base,student_lineage,teacher_family,seed,evasion_attack,detection_method,method,auroc,tpr_at_1pct_fpr,fpr_zero,fpr0,ci_low,ci_high,n_students,threshold_source,source_run_id,source_attachment
adaptive_trace_transformation,style_rewrite,reported_summary,BBH,BBH,Qwen2.5-7B,Qwen2.5-7B,Qwen,aggregate,Style Rewrite,Base-Relative,Base-relative,0.506,0.011,0.836,0.836,0.487,0.525,5,summary_threshold,pi_attachment_20260624,pi_pasted_text_results_20260624
adaptive_trace_transformation,style_rewrite,reported_summary,BBH,BBH,Llama-3.1-8B,Llama-3.1-8B,Llama,aggregate,Style Rewrite,Base-Relative,Base-relative,0.505,0.011,0.837,0.837,0.486,0.524,5,summary_threshold,pi_attachment_20260624,pi_pasted_text_results_20260624
adaptive_trace_transformation,style_rewrite,reported_summary,BBH,BBH,Qwen2.5-7B,Qwen2.5-7B,Qwen,aggregate,Style Rewrite,CML+MTCR,CML+MTCR,0.957,0.935,0.008,0.008,0.943,0.971,5,summary_threshold,pi_attachment_20260624,pi_pasted_text_results_20260624
adaptive_trace_transformation,style_rewrite,reported_summary,BBH,BBH,Llama-3.1-8B,Llama-3.1-8B,Llama,aggregate,Style Rewrite,CML+MTCR,CML+MTCR,0.956,0.934,0.009,0.009,0.942,0.97,5,summary_threshold,pi_attachment_20260624,pi_pasted_text_results_20260624
adaptive_trace_transformation,temperature_top_p,reported_summary,BBH,BBH,Qwen2.5-7B,Qwen2.5-7B,Qwen,aggregate,Temperature/Top-p,Base-Relative,Base-relative,0.524,0.019,0.814,0.814,0.505,0.543,5,summary_threshold,pi_attachment_20260624,pi_pasted_text_results_20260624
adaptive_trace_transformation,temperature_top_p,reported_summary,BBH,BBH,Llama-3.1-8B,Llama-3.1-8B,Llama,aggregate,Temperature/Top-p,Base-Relative,Base-relative,0.523,0.019,0.815,0.815,0.504,0.542,5,summary_threshold,pi_attachment_20260624,pi_pasted_text_results_20260624
adaptive_trace_transformation,temperature_top_p,reported_summary,BBH,BBH,Qwen2.5-7B,Qwen2.5-7B,Qwen,aggregate,Temperature/Top-p,CML+MTCR,CML+MTCR,0.984,0.974,0.005,0.005,0.97,0.998,5,summary_threshold,pi_attachment_20260624,pi_pasted_text_results_20260624
adaptive_trace_transformation,temperature_top_p,reported_summary,BBH,BBH,Llama-3.1-8B,Llama-3.1-8B,Llama,aggregate,Temperature/Top-p,CML+MTCR,CML+MTCR,0.983,0.973,0.006,0.006,0.969,0.997,5,summary_threshold,pi_attachment_20260624,pi_pasted_text_results_20260624
adaptive_trace_transformation,mixed_human_teacher,reported_summary,BBH,BBH,Qwen2.5-7B,Qwen2.5-7B,Qwen,aggregate,Mixed Traces (50%),Base-Relative,Base-relative,0.508,0.013,0.832,0.832,0.489,0.527,5,summary_threshold,pi_attachment_20260624,pi_pasted_text_results_20260624
adaptive_trace_transformation,mixed_human_teacher,reported_summary,BBH,BBH,Llama-3.1-8B,Llama-3.1-8B,Llama,aggregate,Mixed Traces (50%),Base-Relative,Base-relative,0.507,0.013,0.833,0.833,0.488,0.526,5,summary_threshold,pi_attachment_20260624,pi_pasted_text_results_20260624
adaptive_trace_transformation,mixed_human_teacher,reported_summary,BBH,BBH,Qwen2.5-7B,Qwen2.5-7B,Qwen,aggregate,Mixed Traces (50%),CML+MTCR,CML+MTCR,0.946,0.923,0.012,0.012,0.932,0.96,5,summary_threshold,pi_attachment_20260624,pi_pasted_text_results_20260624
adaptive_trace_transformation,mixed_human_teacher,reported_summary,BBH,BBH,Llama-3.1-8B,Llama-3.1-8B,Llama,aggregate,Mixed Traces (50%),CML+MTCR,CML+MTCR,0.945,0.921,0.013,0.013,0.931,0.959,5,summary_threshold,pi_attachment_20260624,pi_pasted_text_results_20260624
adaptive_trace_transformation,selective_low_score_traces,reported_summary,BBH,BBH,Qwen2.5-7B,Qwen2.5-7B,Qwen,aggregate,Low-Score Selection,Base-Relative,Base-relative,0.514,0.016,0.826,0.826,0.495,0.533,5,summary_threshold,pi_attachment_20260624,pi_pasted_text_results_20260624
adaptive_trace_transformation,selective_low_score_traces,reported_summary,BBH,BBH,Llama-3.1-8B,Llama-3.1-8B,Llama,aggregate,Low-Score Selection,Base-Relative,Base-relative,0.513,0.015,0.827,0.827,0.494,0.532,5,summary_threshold,pi_attachment_20260624,pi_pasted_text_results_20260624
adaptive_trace_transformation,selective_low_score_traces,reported_summary,BBH,BBH,Qwen2.5-7B,Qwen2.5-7B,Qwen,aggregate,Low-Score Selection,CML+MTCR,CML+MTCR,0.963,0.94,0.008,0.008,0.949,0.977,5,summary_threshold,pi_attachment_20260624,pi_pasted_text_results_20260624
adaptive_trace_transformation,selective_low_score_traces,reported_summary,BBH,BBH,Llama-3.1-8B,Llama-3.1-8B,Llama,aggregate,Low-Score Selection,CML+MTCR,CML+MTCR,0.962,0.939,0.009,0.009,0.948,0.976,5,summary_threshold,pi_attachment_20260624,pi_pasted_text_results_20260624
adaptive_trace_transformation,identity_control,reported_summary,ARC-Challenge,ARC-Challenge,Qwen2.5-7B,Qwen2.5-7B,Qwen,aggregate,Identity SFT (Naive),Base-Relative,Base-relative,0.523,0.02,0.816,0.816,0.504,0.542,5,summary_threshold,pi_attachment_20260624,pi_pasted_text_results_20260624
adaptive_trace_transformation,identity_control,reported_summary,ARC-Challenge,ARC-Challenge,Llama-3.1-8B,Llama-3.1-8B,Llama,aggregate,Identity SFT (Naive),Base-Relative,Base-relative,0.522,0.019,0.816,0.816,0.503,0.541,5,summary_threshold,pi_attachment_20260624,pi_pasted_text_results_20260624
adaptive_trace_transformation,identity_control,reported_summary,ARC-Challenge,ARC-Challenge,Qwen2.5-7B,Qwen2.5-7B,Qwen,aggregate,Identity SFT (Naive),CML+MTCR,CML+MTCR,0.984,0.98,0.008,0.008,0.97,0.998,5,summary_threshold,pi_attachment_20260624,pi_pasted_text_results_20260624
adaptive_trace_transformation,identity_control,reported_summary,ARC-Challenge,ARC-Challenge,Llama-3.1-8B,Llama-3.1-8B,Llama,aggregate,Identity SFT (Naive),CML+MTCR,CML+MTCR,0.983,0.979,0.008,0.008,0.969,0.997,5,summary_threshold,pi_attachment_20260624,pi_pasted_text_results_20260624
adaptive_trace_transformation,paraphrase_second_model,reported_summary,ARC-Challenge,ARC-Challenge,Qwen2.5-7B,Qwen2.5-7B,Qwen,aggregate,Paraphrase Rewrite,Base-Relative,Base-relative,0.513,0.016,0.822,0.822,0.494,0.532,5,summary_threshold,pi_attachment_20260624,pi_pasted_text_results_20260624
adaptive_trace_transformation,paraphrase_second_model,reported_summary,ARC-Challenge,ARC-Challenge,Llama-3.1-8B,Llama-3.1-8B,Llama,aggregate,Paraphrase Rewrite,Base-Relative,Base-relative,0.513,0.016,0.822,0.822,0.494,0.532,5,summary_threshold,pi_attachment_20260624,pi_pasted_text_results_20260624
adaptive_trace_transformation,paraphrase_second_model,reported_summary,ARC-Challenge,ARC-Challenge,Qwen2.5-7B,Qwen2.5-7B,Qwen,aggregate,Paraphrase Rewrite,CML+MTCR,CML+MTCR,0.97,0.957,0.01,0.01,0.956,0.984,5,summary_threshold,pi_attachment_20260624,pi_pasted_text_results_20260624
adaptive_trace_transformation,paraphrase_second_model,reported_summary,ARC-Challenge,ARC-Challenge,Llama-3.1-8B,Llama-3.1-8B,Llama,aggregate,Paraphrase Rewrite,CML+MTCR,CML+MTCR,0.969,0.956,0.01,0.01,0.955,0.983,5,summary_threshold,pi_attachment_20260624,pi_pasted_text_results_20260624
adaptive_trace_transformation,answer_only_compression,reported_summary,ARC-Challenge,ARC-Challenge,Qwen2.5-7B,Qwen2.5-7B,Qwen,aggregate,Answer-Only SFT,Base-Relative,Base-relative,0.495,0.009,0.862,0.862,0.476,0.514,5,summary_threshold,pi_attachment_20260624,pi_pasted_text_results_20260624
adaptive_trace_transformation,answer_only_compression,reported_summary,ARC-Challenge,ARC-Challenge,Llama-3.1-8B,Llama-3.1-8B,Llama,aggregate,Answer-Only SFT,Base-Relative,Base-relative,0.494,0.008,0.862,0.862,0.475,0.513,5,summary_threshold,pi_attachment_20260624,pi_pasted_text_results_20260624
adaptive_trace_transformation,answer_only_compression,reported_summary,ARC-Challenge,ARC-Challenge,Qwen2.5-7B,Qwen2.5-7B,Qwen,aggregate,Answer-Only SFT,CML+MTCR,CML+MTCR,0.937,0.902,0.013,0.013,0.923,0.951,5,summary_threshold,pi_attachment_20260624,pi_pasted_text_results_20260624
adaptive_trace_transformation,answer_only_compression,reported_summary,ARC-Challenge,ARC-Challenge,Llama-3.1-8B,Llama-3.1-8B,Llama,aggregate,Answer-Only SFT,CML+MTCR,CML+MTCR,0.936,0.901,0.013,0.013,0.922,0.95,5,summary_threshold,pi_attachment_20260624,pi_pasted_text_results_20260624
adaptive_trace_transformation,cot_compression,reported_summary,ARC-Challenge,ARC-Challenge,Qwen2.5-7B,Qwen2.5-7B,Qwen,aggregate,CoT Compression,Base-Relative,Base-relative,0.508,0.014,0.828,0.828,0.489,0.527,5,summary_threshold,pi_attachment_20260624,pi_pasted_text_results_20260624
adaptive_trace_transformation,cot_compression,reported_summary,ARC-Challenge,ARC-Challenge,Llama-3.1-8B,Llama-3.1-8B,Llama,aggregate,CoT Compression,Base-Relative,Base-relative,0.507,0.013,0.828,0.828,0.488,0.526,5,summary_threshold,pi_attachment_20260624,pi_pasted_text_results_20260624
adaptive_trace_transformation,cot_compression,reported_summary,ARC-Challenge,ARC-Challenge,Qwen2.5-7B,Qwen2.5-7B,Qwen,aggregate,CoT Compression,CML+MTCR,CML+MTCR,0.963,0.944,0.011,0.011,0.949,0.977,5,summary_threshold,pi_attachment_20260624,pi_pasted_text_results_20260624
adaptive_trace_transformation,cot_compression,reported_summary,ARC-Challenge,ARC-Challenge,Llama-3.1-8B,Llama-3.1-8B,Llama,aggregate,CoT Compression,CML+MTCR,CML+MTCR,0.962,0.943,0.011,0.011,0.948,0.976,5,summary_threshold,pi_attachment_20260624,pi_pasted_text_results_20260624
adaptive_trace_transformation,style_rewrite,reported_summary,ARC-Challenge,ARC-Challenge,Qwen2.5-7B,Qwen2.5-7B,Qwen,aggregate,Style Rewrite,Base-Relative,Base-relative,0.502,0.01,0.84,0.84,0.483,0.521,5,summary_threshold,pi_attachment_20260624,pi_pasted_text_results_20260624
adaptive_trace_transformation,style_rewrite,reported_summary,ARC-Challenge,ARC-Challenge,Llama-3.1-8B,Llama-3.1-8B,Llama,aggregate,Style Rewrite,Base-Relative,Base-relative,0.502,0.011,0.84,0.84,0.483,0.521,5,summary_threshold,pi_attachment_20260624,pi_pasted_text_results_20260624
adaptive_trace_transformation,style_rewrite,reported_summary,ARC-Challenge,ARC-Challenge,Qwen2.5-7B,Qwen2.5-7B,Qwen,aggregate,Style Rewrite,CML+MTCR,CML+MTCR,0.95,0.927,0.012,0.012,0.936,0.964,5,summary_threshold,pi_attachment_20260624,pi_pasted_text_results_20260624
adaptive_trace_transformation,style_rewrite,reported_summary,ARC-Challenge,ARC-Challenge,Llama-3.1-8B,Llama-3.1-8B,Llama,aggregate,Style Rewrite,CML+MTCR,CML+MTCR,0.949,0.926,0.012,0.012,0.935,0.963,5,summary_threshold,pi_attachment_20260624,pi_pasted_text_results_20260624
adaptive_trace_transformation,temperature_top_p,reported_summary,ARC-Challenge,ARC-Challenge,Qwen2.5-7B,Qwen2.5-7B,Qwen,aggregate,Temperature/Top-p,Base-Relative,Base-relative,0.521,0.019,0.818,0.818,0.502,0.54,5,summary_threshold,pi_attachment_20260624,pi_pasted_text_results_20260624
adaptive_trace_transformation,temperature_top_p,reported_summary,ARC-Challenge,ARC-Challenge,Llama-3.1-8B,Llama-3.1-8B,Llama,aggregate,Temperature/Top-p,Base-Relative,Base-relative,0.52,0.019,0.818,0.818,0.501,0.539,5,summary_threshold,pi_attachment_20260624,pi_pasted_text_results_20260624
adaptive_trace_transformation,temperature_top_p,reported_summary,ARC-Challenge,ARC-Challenge,Qwen2.5-7B,Qwen2.5-7B,Qwen,aggregate,Temperature/Top-p,CML+MTCR,CML+MTCR,0.977,0.966,0.009,0.009,0.963,0.991,5,summary_threshold,pi_attachment_20260624,pi_pasted_text_results_20260624
adaptive_trace_transformation,temperature_top_p,reported_summary,ARC-Challenge,ARC-Challenge,Llama-3.1-8B,Llama-3.1-8B,Llama,aggregate,Temperature/Top-p,CML+MTCR,CML+MTCR,0.976,0.965,0.009,0.009,0.962,0.99,5,summary_threshold,pi_attachment_20260624,pi_pasted_text_results_20260624
adaptive_trace_transformation,mixed_human_teacher,reported_summary,ARC-Challenge,ARC-Challenge,Qwen2.5-7B,Qwen2.5-7B,Qwen,aggregate,Mixed Traces (50%),Base-Relative,Base-relative,0.505,0.013,0.836,0.836,0.486,0.524,5,summary_threshold,pi_attachment_20260624,pi_pasted_text_results_20260624
adaptive_trace_transformation,mixed_human_teacher,reported_summary,ARC-Challenge,ARC-Challenge,Llama-3.1-8B,Llama-3.1-8B,Llama,aggregate,Mixed Traces (50%),Base-Relative,Base-relative,0.504,0.012,0.836,0.836,0.485,0.523,5,summary_threshold,pi_attachment_20260624,pi_pasted_text_results_20260624
adaptive_trace_transformation,mixed_human_teacher,reported_summary,ARC-Challenge,ARC-Challenge,Qwen2.5-7B,Qwen2.5-7B,Qwen,aggregate,Mixed Traces (50%),CML+MTCR,CML+MTCR,0.939,0.914,0.016,0.016,0.925,0.953,5,summary_threshold,pi_attachment_20260624,pi_pasted_text_results_20260624
adaptive_trace_transformation,mixed_human_teacher,reported_summary,ARC-Challenge,ARC-Challenge,Llama-3.1-8B,Llama-3.1-8B,Llama,aggregate,Mixed Traces (50%),CML+MTCR,CML+MTCR,0.938,0.913,0.016,0.016,0.924,0.952,5,summary_threshold,pi_attachment_20260624,pi_pasted_text_results_20260624
adaptive_trace_transformation,selective_low_score_traces,reported_summary,ARC-Challenge,ARC-Challenge,Qwen2.5-7B,Qwen2.5-7B,Qwen,aggregate,Low-Score Selection,Base-Relative,Base-relative,0.51,0.014,0.83,0.83,0.491,0.529,5,summary_threshold,pi_attachment_20260624,pi_pasted_text_results_20260624
adaptive_trace_transformation,selective_low_score_traces,reported_summary,ARC-Challenge,ARC-Challenge,Llama-3.1-8B,Llama-3.1-8B,Llama,aggregate,Low-Score Selection,Base-Relative,Base-relative,0.51,0.014,0.83,0.83,0.491,0.529,5,summary_threshold,pi_attachment_20260624,pi_pasted_text_results_20260624
adaptive_trace_transformation,selective_low_score_traces,reported_summary,ARC-Challenge,ARC-Challenge,Qwen2.5-7B,Qwen2.5-7B,Qwen,aggregate,Low-Score Selection,CML+MTCR,CML+MTCR,0.956,0.932,0.012,0.012,0.942,0.97,5,summary_threshold,pi_attachment_20260624,pi_pasted_text_results_20260624
adaptive_trace_transformation,selective_low_score_traces,reported_summary,ARC-Challenge,ARC-Challenge,Llama-3.1-8B,Llama-3.1-8B,Llama,aggregate,Low-Score Selection,CML+MTCR,CML+MTCR,0.955,0.931,0.012,0.012,0.941,0.969,5,summary_threshold,pi_attachment_20260624,pi_pasted_text_results_20260624
adaptive_trace_transformation,identity_control,reported_summary,MBPP,MBPP,Qwen2.5-7B,Qwen2.5-7B,Qwen,aggregate,Identity SFT (Naive),Base-Relative,Base-relative,0.519,0.019,0.819,0.819,0.5,0.538,5,summary_threshold,pi_attachment_20260624,pi_pasted_text_results_20260624
adaptive_trace_transformation,identity_control,reported_summary,MBPP,MBPP,Llama-3.1-8B,Llama-3.1-8B,Llama,aggregate,Identity SFT (Naive),Base-Relative,Base-relative,0.519,0.019,0.819,0.819,0.5,0.538,5,summary_threshold,pi_attachment_20260624,pi_pasted_text_results_20260624
adaptive_trace_transformation,identity_control,reported_summary,MBPP,MBPP,Qwen2.5-7B,Qwen2.5-7B,Qwen,aggregate,Identity SFT (Naive),CML+MTCR,CML+MTCR,0.978,0.973,0.011,0.011,0.964,0.992,5,summary_threshold,pi_attachment_20260624,pi_pasted_text_results_20260624
adaptive_trace_transformation,identity_control,reported_summary,MBPP,MBPP,Llama-3.1-8B,Llama-3.1-8B,Llama,aggregate,Identity SFT (Naive),CML+MTCR,CML+MTCR,0.977,0.972,0.011,0.011,0.963,0.991,5,summary_threshold,pi_attachment_20260624,pi_pasted_text_results_20260624
adaptive_trace_transformation,paraphrase_second_model,reported_summary,MBPP,MBPP,Qwen2.5-7B,Qwen2.5-7B,Qwen,aggregate,Paraphrase Rewrite,Base-Relative,Base-relative,0.51,0.016,0.825,0.825,0.491,0.529,5,summary_threshold,pi_attachment_20260624,pi_pasted_text_results_20260624
adaptive_trace_transformation,paraphrase_second_model,reported_summary,MBPP,MBPP,Llama-3.1-8B,Llama-3.1-8B,Llama,aggregate,Paraphrase Rewrite,Base-Relative,Base-relative,0.51,0.016,0.825,0.825,0.491,0.529,5,summary_threshold,pi_attachment_20260624,pi_pasted_text_results_20260624
adaptive_trace_transformation,paraphrase_second_model,reported_summary,MBPP,MBPP,Qwen2.5-7B,Qwen2.5-7B,Qwen,aggregate,Paraphrase Rewrite,CML+MTCR,CML+MTCR,0.964,0.949,0.013,0.013,0.95,0.978,5,summary_threshold,pi_attachment_20260624,pi_pasted_text_results_20260624
adaptive_trace_transformation,paraphrase_second_model,reported_summary,MBPP,MBPP,Llama-3.1-8B,Llama-3.1-8B,Llama,aggregate,Paraphrase Rewrite,CML+MTCR,CML+MTCR,0.963,0.949,0.013,0.013,0.949,0.977,5,summary_threshold,pi_attachment_20260624,pi_pasted_text_results_20260624
adaptive_trace_transformation,answer_only_compression,reported_summary,MBPP,MBPP,Qwen2.5-7B,Qwen2.5-7B,Qwen,aggregate,Answer-Only SFT,Base-Relative,Base-relative,0.492,0.008,0.865,0.865,0.473,0.511,5,summary_threshold,pi_attachment_20260624,pi_pasted_text_results_20260624
adaptive_trace_transformation,answer_only_compression,reported_summary,MBPP,MBPP,Llama-3.1-8B,Llama-3.1-8B,Llama,aggregate,Answer-Only SFT,Base-Relative,Base-relative,0.491,0.008,0.865,0.865,0.472,0.51,5,summary_threshold,pi_attachment_20260624,pi_pasted_text_results_20260624
adaptive_trace_transformation,answer_only_compression,reported_summary,MBPP,MBPP,Qwen2.5-7B,Qwen2.5-7B,Qwen,aggregate,Answer-Only SFT,CML+MTCR,CML+MTCR,0.931,0.894,0.016,0.016,0.917,0.945,5,summary_threshold,pi_attachment_20260624,pi_pasted_text_results_20260624
adaptive_trace_transformation,answer_only_compression,reported_summary,MBPP,MBPP,Llama-3.1-8B,Llama-3.1-8B,Llama,aggregate,Answer-Only SFT,CML+MTCR,CML+MTCR,0.93,0.894,0.016,0.016,0.916,0.944,5,summary_threshold,pi_attachment_20260624,pi_pasted_text_results_20260624
adaptive_trace_transformation,cot_compression,reported_summary,MBPP,MBPP,Qwen2.5-7B,Qwen2.5-7B,Qwen,aggregate,CoT Compression,Base-Relative,Base-relative,0.504,0.013,0.831,0.831,0.485,0.523,5,summary_threshold,pi_attachment_20260624,pi_pasted_text_results_20260624
adaptive_trace_transformation,cot_compression,reported_summary,MBPP,MBPP,Llama-3.1-8B,Llama-3.1-8B,Llama,aggregate,CoT Compression,Base-Relative,Base-relative,0.504,0.013,0.831,0.831,0.485,0.523,5,summary_threshold,pi_attachment_20260624,pi_pasted_text_results_20260624
adaptive_trace_transformation,cot_compression,reported_summary,MBPP,MBPP,Qwen2.5-7B,Qwen2.5-7B,Qwen,aggregate,CoT Compression,CML+MTCR,CML+MTCR,0.957,0.937,0.014,0.014,0.943,0.971,5,summary_threshold,pi_attachment_20260624,pi_pasted_text_results_20260624
adaptive_trace_transformation,cot_compression,reported_summary,MBPP,MBPP,Llama-3.1-8B,Llama-3.1-8B,Llama,aggregate,CoT Compression,CML+MTCR,CML+MTCR,0.956,0.936,0.014,0.014,0.942,0.97,5,summary_threshold,pi_attachment_20260624,pi_pasted_text_results_20260624
adaptive_trace_transformation,style_rewrite,reported_summary,MBPP,MBPP,Qwen2.5-7B,Qwen2.5-7B,Qwen,aggregate,Style Rewrite,Base-Relative,Base-relative,0.499,0.009,0.843,0.843,0.48,0.518,5,summary_threshold,pi_attachment_20260624,pi_pasted_text_results_20260624
adaptive_trace_transformation,style_rewrite,reported_summary,MBPP,MBPP,Llama-3.1-8B,Llama-3.1-8B,Llama,aggregate,Style Rewrite,Base-Relative,Base-relative,0.499,0.01,0.843,0.843,0.48,0.518,5,summary_threshold,pi_attachment_20260624,pi_pasted_text_results_20260624
adaptive_trace_transformation,style_rewrite,reported_summary,MBPP,MBPP,Qwen2.5-7B,Qwen2.5-7B,Qwen,aggregate,Style Rewrite,CML+MTCR,CML+MTCR,0.944,0.92,0.015,0.015,0.93,0.958,5,summary_threshold,pi_attachment_20260624,pi_pasted_text_results_20260624
adaptive_trace_transformation,style_rewrite,reported_summary,MBPP,MBPP,Llama-3.1-8B,Llama-3.1-8B,Llama,aggregate,Style Rewrite,CML+MTCR,CML+MTCR,0.943,0.919,0.015,0.015,0.929,0.957,5,summary_threshold,pi_attachment_20260624,pi_pasted_text_results_20260624
adaptive_trace_transformation,temperature_top_p,reported_summary,MBPP,MBPP,Qwen2.5-7B,Qwen2.5-7B,Qwen,aggregate,Temperature/Top-p,Base-Relative,Base-relative,0.518,0.018,0.821,0.821,0.499,0.537,5,summary_threshold,pi_attachment_20260624,pi_pasted_text_results_20260624
adaptive_trace_transformation,temperature_top_p,reported_summary,MBPP,MBPP,Llama-3.1-8B,Llama-3.1-8B,Llama,aggregate,Temperature/Top-p,Base-Relative,Base-relative,0.517,0.017,0.821,0.821,0.498,0.536,5,summary_threshold,pi_attachment_20260624,pi_pasted_text_results_20260624
adaptive_trace_transformation,temperature_top_p,reported_summary,MBPP,MBPP,Qwen2.5-7B,Qwen2.5-7B,Qwen,aggregate,Temperature/Top-p,CML+MTCR,CML+MTCR,0.971,0.958,0.012,0.012,0.957,0.985,5,summary_threshold,pi_attachment_20260624,pi_pasted_text_results_20260624
adaptive_trace_transformation,temperature_top_p,reported_summary,MBPP,MBPP,Llama-3.1-8B,Llama-3.1-8B,Llama,aggregate,Temperature/Top-p,CML+MTCR,CML+MTCR,0.97,0.958,0.012,0.012,0.956,0.984,5,summary_threshold,pi_attachment_20260624,pi_pasted_text_results_20260624
adaptive_trace_transformation,mixed_human_teacher,reported_summary,MBPP,MBPP,Qwen2.5-7B,Qwen2.5-7B,Qwen,aggregate,Mixed Traces (50%),Base-Relative,Base-relative,0.501,0.012,0.839,0.839,0.482,0.52,5,summary_threshold,pi_attachment_20260624,pi_pasted_text_results_20260624
adaptive_trace_transformation,mixed_human_teacher,reported_summary,MBPP,MBPP,Llama-3.1-8B,Llama-3.1-8B,Llama,aggregate,Mixed Traces (50%),Base-Relative,Base-relative,0.501,0.012,0.839,0.839,0.482,0.52,5,summary_threshold,pi_attachment_20260624,pi_pasted_text_results_20260624
adaptive_trace_transformation,mixed_human_teacher,reported_summary,MBPP,MBPP,Qwen2.5-7B,Qwen2.5-7B,Qwen,aggregate,Mixed Traces (50%),CML+MTCR,CML+MTCR,0.933,0.906,0.019,0.019,0.919,0.947,5,summary_threshold,pi_attachment_20260624,pi_pasted_text_results_20260624
adaptive_trace_transformation,mixed_human_teacher,reported_summary,MBPP,MBPP,Llama-3.1-8B,Llama-3.1-8B,Llama,aggregate,Mixed Traces (50%),CML+MTCR,CML+MTCR,0.932,0.905,0.019,0.019,0.918,0.946,5,summary_threshold,pi_attachment_20260624,pi_pasted_text_results_20260624
adaptive_trace_transformation,selective_low_score_traces,reported_summary,MBPP,MBPP,Qwen2.5-7B,Qwen2.5-7B,Qwen,aggregate,Low-Score Selection,Base-Relative,Base-relative,0.508,0.014,0.833,0.833,0.489,0.527,5,summary_threshold,pi_attachment_20260624,pi_pasted_text_results_20260624
adaptive_trace_transformation,selective_low_score_traces,reported_summary,MBPP,MBPP,Llama-3.1-8B,Llama-3.1-8B,Llama,aggregate,Low-Score Selection,Base-Relative,Base-relative,0.507,0.014,0.833,0.833,0.488,0.526,5,summary_threshold,pi_attachment_20260624,pi_pasted_text_results_20260624
adaptive_trace_transformation,selective_low_score_traces,reported_summary,MBPP,MBPP,Qwen2.5-7B,Qwen2.5-7B,Qwen,aggregate,Low-Score Selection,CML+MTCR,CML+MTCR,0.95,0.925,0.015,0.015,0.936,0.964,5,summary_threshold,pi_attachment_20260624,pi_pasted_text_results_20260624
adaptive_trace_transformation,selective_low_score_traces,reported_summary,MBPP,MBPP,Llama-3.1-8B,Llama-3.1-8B,Llama,aggregate,Low-Score Selection,CML+MTCR,CML+MTCR,0.949,0.923,0.015,0.015,0.935,0.963,5,summary_threshold,pi_attachment_20260624,pi_pasted_text_results_20260624
